G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc,Fallo_armonicos,Suma_fases,Residuo,Fallo_tierra,dVa,dVb,dVc,Pico_tension,I_avg,Desv_A,Desv_B,Desv_C,Factor_desbalance,Fallo_desbalance,S_a,S_b,S_c,S_total,P_total,Factor_potencia,Fallo_FP,Sobrecorriente_A,Sobrecorriente_B,Sobrecorriente_C,Fallo_sobrecorriente,Fallo_THD_Va,Sag_A,Sag_B,Sag_C,Swell_A,Swell_B,Swell_C,Fallo_sagswells,Fallo_THD,Total_fallos,Failure Type,Tiempo [s]
1,0,0,1,-370.6274975,-66.72024929,19.07982753,0.323889037,-0.038821408,-0.285067629,1,1,0,1,-0.023531241000000036,0.009493043999999999,0.014038196000000003,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-120.04218325099491,2.5901740195488006,-5.439041195706026,120.1932524322625,-122.89105042715214,-1.0224455028905224,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.001
1,0,0,1,-418.5368051,-49.02235371,35.68936732,0.274573699,-0.029318913,-0.245254786,1,1,0,0,-0.049315337999999986,0.009502495000000003,0.03981284299999999,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-114.91919874394907,1.437282123478717,-8.752988144541995,115.2610203898622,-122.23490476501235,-1.0605051417344864,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0011
1,0,0,1,-501.663179,-55.26363629,28.33882818,0.21780926,-0.019809055,-0.198000205,1,1,0,0,-0.056764439,0.009509858,0.04725458099999999,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-109.26688578723754,1.094720410768606,-5.611093789099777,109.41633843228827,-113.78325916556872,-1.039911047982865,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0012000000000000001
1,0,0,1,-597.9307169,-96.59776613,-14.12518651,0.179217168,-0.01029444,-0.168922728,1,1,0,0,-0.038592091999999995,0.009514614999999999,0.029077477000000018,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-107.15944974302775,0.9944199075593172,2.3860650387779994,107.19062387424714,-103.77896479669043,-0.9681720382413376,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0013000000000000002
1,0,0,1,-668.7147405,-136.7722785,-55.44993205,0.160161944,-0.000777153,-0.159384792,1,1,0,0,-0.01905522400000001,0.009517287,0.009537935999999997,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-107.10265281993553,0.10629298655311051,8.837875886203383,107.4667278251579,-98.15848394717904,-0.9133848767301929,1,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0014
1,0,0,1,-695.7762888,-141.5324757,-61.38042808,0.147640959,0.008740193,-0.156381152,1,1,0,0,-0.012520985000000012,0.009517346,0.003003640000000002,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-102.72507852789295,-1.23702115338581,9.598742053403548,103.17997784891928,-94.36335762787522,-0.9145510553030575,1,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0015
1,0,0,1,-689.3620577,-118.6589244,-39.69695143,0.139481802,0.018255517,-0.157737319,1,1,0,0,-0.008159157,0.009515323999999999,-0.0013561669999999915,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-96.15346203842397,-2.1661800115859147,6.261690691041416,96.38147834582902,-92.05795135896847,-0.9551415161806588,1,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0016
1,0,0,1,-657.620238,-87.18732268,-9.434907575,0.143773048,0.0277662,-0.171539248,1,1,0,0,0.0042912459999999986,0.009510683000000002,-0.013801929000000018,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-94.54806604374541,-2.420860638997416,1.6184569503650037,94.59290016563651,-95.35046973237782,-1.0080087360194556,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0017000000000000001
1,0,0,1,-608.7362399,-64.94907999,11.5745935,0.167517877,0.03727017,-0.204788047,1,1,0,0,0.023744829000000023,0.009503969999999997,-0.033248798999999996,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-101.9742025610107,-2.420663252570898,-2.3703383976838945,102.03046654140087,-106.7652042112655,-1.0464051359398951,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0018000000000000002
1,0,0,1,-562.5856125,-60.91784627,14.35820396,0.201832401,0.046764805,-0.248597207,1,1,0,0,0.034314523999999985,0.009494635000000001,-0.043809159999999986,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-113.54800493893062,-2.848811201836527,-3.5694094019923397,113.63980743715712,-119.96622554275949,-1.0556707922010593,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0019
1,0,0,1,-540.0490857,-61.82015586,12.18969836,0.2204049,0.056248042,-0.276652942,1,1,0,0,0.018572498999999992,0.009483236999999999,-0.028055735000000026,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-119.02946472879992,-3.477262723259826,-3.372315913386575,119.12798724183533,-125.87904336544632,-1.0566706135133974,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.002
1,0,0,1,-547.0155778,-53.87059325,18.85480361,0.208581016,0.06571726,-0.274298276,1,1,0,0,-0.011823883999999979,0.009469218000000001,0.0023546660000000053,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-114.09706498535104,-3.540227782964495,-5.171840124541577,114.26907447468238,-122.80913289285711,-1.0747363926542248,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0021000000000000003
1,0,0,1,-576.131384,-42.94978701,28.47320904,0.177477587,0.075170404,-0.252647991,1,1,0,0,-0.031103429000000016,0.009453143999999997,0.02165028499999999,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-102.2504078272904,-3.228552841255652,-7.193699061279039,102.55397973984353,-112.67265972982509,-1.0986668680791363,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0022
1,0,0,1,-620.1411477,-42.15086616,27.95210601,0.143300043,0.084604859,-0.227904902,1,1,0,0,-0.034177544000000004,0.009434455000000008,0.024743089000000024,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-88.86625313147935,-3.566168088194672,-6.370421980902661,89.16563674799946,-98.80284320057669,-1.1080820684297246,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0023
1,0,0,1,-671.4912391,-57.20307281,11.56257908,0.116329729,0.094018582,-0.210348312,1,1,0,0,-0.02697031399999998,0.009413722999999999,0.017556589999999983,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-78.11439387037721,-5.378151791638956,-2.432168991844513,78.33708248610759,-85.92471465386069,-1.0968587535679377,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0024000000000000002
1,0,0,1,-716.5665004,-79.85244453,-12.44108032,0.100397176,0.103408963,-0.203806139,1,1,0,0,-0.015932553000000002,0.009390381000000003,0.006542173000000012,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-71.94125305636287,-8.257458481862322,2.5355685450080845,72.45797830291536,-77.6631429932171,-1.0718370124617773,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0025
1,0,0,1,-739.9866393,-90.91789667,-24.87745246,0.092265725,0.112773976,-0.205039701,1,1,0,0,-0.008131450999999998,0.009365012999999991,-0.0012335619999999936,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-68.275403765328,-10.25317269703306,5.100865414040114,69.22916392421548,-73.42771104832094,-1.060647086951701,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0026000000000000003
1,0,0,1,-738.1559148,-81.59280048,-16.93957125,0.08762625,0.122111016,-0.209737266,1,1,0,0,-0.004639475000000004,0.009337040000000005,-0.004697565000000015,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-64.6818347292435,-9.963379764898088,3.5528593611872026,65.54106720157314,-71.0923551329544,-1.084699382668093,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0027
1,0,0,1,-719.6744489,-62.48158713,0.768475329,0.087876048,0.131418075,-0.219294123,1,1,0,0,0.0002497979999999955,0.009307058999999993,-0.009556857000000002,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-63.24214641590995,-8.211209903569374,-0.16852212332019148,63.77320323676643,-71.62187844279951,-1.1230716791329085,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0028
1,0,0,1,-694.3192701,-47.92105917,13.91023005,0.096317423,0.140692559,-0.237009982,1,1,0,0,0.008441375000000001,0.009274484,-0.017715859,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-66.87504283527295,-6.742136444617715,-3.296863373766359,67.29485170622428,-76.91404265365702,-1.1429409635884975,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0029000000000000002
1,0,0,1,-669.6007287,-43.30994638,17.08731404,0.111129762,0.14993248,-0.261062242,1,1,0,0,0.014812339000000008,0.009239921000000012,-0.024052259999999992,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-74.41256961545757,-6.493567669420423,-4.460852513040478,74.8284447452689,-85.36698979791848,-1.1408360829698507,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.003
1,0,0,1,-654.1055685,-44.78447582,14.16385325,0.122624806,0.159135256,-0.281760062,1,1,0,0,0.011495043999999996,0.009202775999999996,-0.020697819999999978,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-80.20956844083221,-7.12678902444151,-3.9908081698789015,80.62439172553316,-91.32716563515262,-1.1327485848954315,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0031000000000000003
1,0,0,1,-654.5536268,-44.53472324,12.95013023,0.119844459,0.16829892,-0.288143378,1,1,0,0,-0.0027803470000000025,0.009163663999999988,-0.006383316000000028,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-78.4446252903339,-7.4951458237909,-3.7314942700121168,78.89017998045077,-89.67126538413693,-1.136659409401243,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0032
1,0,0,1,-670.7023217,-40.46408501,15.5431089,0.101782601,0.177420906,-0.279203507,1,1,0,0,-0.018061858,0.009121985999999999,0.008939870999999988,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-68.26582679936475,-7.179174622935219,-4.339690514562912,68.77933243809255,-79.78469193686288,-1.1600096876292907,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0033
1,0,0,1,-696.3007298,-38.61234408,15.90337169,0.078339873,0.186499269,-0.264839142,1,1,0,0,-0.023442727999999996,0.009078363000000006,0.01436436499999999,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-54.54811074233932,-7.201173945296477,-4.211835313286691,55.182359939161536,-65.96112000092248,-1.1953298132527226,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0034000000000000002
1,0,0,1,-724.5952479,-44.50652386,8.504262436,0.059087746,0.195531463,-0.254619209,1,1,0,0,-0.019252127000000008,0.009032193999999993,0.010219933000000014,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-42.81469996072223,-8.702425723390206,-2.165348574582733,43.7437936243216,-53.682474258695166,-1.2272020739611311,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0035
1,0,0,1,-749.5639267,-55.91185509,-4.419077557,0.046813184,0.204515566,-0.25132875,1,1,0,0,-0.012274561999999996,0.008984103000000021,0.0032904590000000233,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-35.089474020369614,-11.434844689841333,1.1106412385538635,36.92235615542111,-45.41367747165709,-1.229977774996064,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0036000000000000003
1,0,0,1,-765.0091072,-64.41345483,-14.45139151,0.039568703,0.213449054,-0.253017757,1,1,0,0,-0.007244481000000004,0.00893348799999999,-0.0016890070000000201,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-30.27041815509196,-13.748990998335232,3.656458665389043,33.447012702603544,-40.362950488038145,-1.2067729589762812,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0037
1,0,0,1,-766.5480145,-62.7524637,-14.33344168,0.034988544,0.222330031,-0.257318575,1,1,0,0,-0.004580158999999993,0.008880977000000012,-0.004300817999999984,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-26.82039893344589,-13.951757199747375,3.688260787943206,30.45633916855024,-37.083895345250056,-1.2176084308761426,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0038
1,0,0,1,-755.860827,-52.33045787,-5.46642417,0.032738472,0.231155997,-0.263894469,1,1,0,0,-0.0022500720000000057,0.00882596599999999,-0.0065758940000000266,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-24.74572852063634,-12.096499162406346,1.4425591036709158,27.58183004752796,-35.39966857937177,-1.2834416178466914,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0039000000000000003
1,0,0,1,-739.5017946,-41.59137732,3.706105344,0.034194632,0.239925084,-0.274119716,1,1,0,0,0.001456160000000005,0.008769087000000009,-0.010225246999999993,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-25.28699172968659,-9.978814697176695,-1.0159165443633624,27.203690557035433,-36.28172297122665,-1.333705913731012,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.004
1,0,0,1,-724.0423069,-36.90443023,6.815324581,0.039087255,0.248634816,-0.287722071,1,1,0,0,0.004892622999999999,0.008709731999999998,-0.01360235500000001,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-28.30082628058856,-9.17572621982089,-1.9609193029825274,29.815699293123583,-39.43747180339197,-1.3227082623712758,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0041
1,0,0,1,-713.6556402,-37.54192654,4.589313497,0.043598476,0.257283359,-0.300881834,1,1,0,0,0.004511220999999996,0.00864854299999998,-0.013159762999999991,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-31.114298301524332,-9.658912963542447,-1.3808410617783136,32.60829465751653,-42.15405232684509,-1.292740168401544,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.004200000000000001
1,0,0,1,-711.1845619,-38.96511537,1.567214312,0.042108627,0.265868263,-0.30797689,1,1,0,0,-0.0014898489999999945,0.008584904000000004,-0.0070950559999999885,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-29.947005445205512,-10.359587541016502,-0.48266578977324964,31.69190993644546,-40.789258775995265,-1.2870558719178966,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0043
1,0,0,1,-717.61174,-38.33916184,0.58425701,0.03190515,0.274387727,-0.306292876,1,1,0,0,-0.010203477000000002,0.008519464000000032,0.0016840140000000114,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-22.895510206461,-10.51979547236274,-0.17895375991606075,25.197271853172744,-33.594259438739805,-1.3332498706406481,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0044
1,0,0,1,-730.8728844,-37.25322272,0.051681202,0.016042159,0.28283933,-0.298881489,1,1,0,0,-0.015862991,0.008451602999999974,0.0074113869999999915,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-11.72477902033342,-10.536676554465577,-0.01544655460706978,15.76363646133482,-22.276902129406068,-1.4131829406271226,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0045000000000000005
1,0,0,1,-746.4500891,-39.14069498,-3.463510161,0.000792353,0.291221307,-0.29201366,1,1,0,0,-0.015249806000000001,0.008381976999999985,0.006867828999999992,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,2.0000000000000004,1,-0.5914519674486522,-11.398604348963937,1.0113922785607992,11.45866095471678,-10.97866403785179,-0.9581105577028695,1,1,0,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.0046
